Facility Name,District,Amount Paid,Claim Month,Payment Date
MOYIRI CHPS COMPOUND,NADOWLI MHIS,2324.02,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
MOZIO CHPS,BUNKPURUGU-YUNY,3673.27,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
MOZIO CHPS,BUNKPURUGU-YUNY,3169.28,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
MPAHA HEALTH CENTRE,CENT GONJA,22695.52,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
MPASASO DOTIEM CHPS COMPOUND,AHAFO ANO S,6275.40,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
MPATUOM CHPS COMPOUND,MPATUOM CHPS CO,8376.78,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
MPEASEM CHPS ZONE,OGUAAMANSIN,1495.18,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
MPINTIMPI CHPS,BIRIM NORTH,801.85,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
MPRANEASE CHPS COMPOUND,AMANSIE WEST,1657.48,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
MPRIM CHPS COMPOUND,SEKYERE WEST,798.07,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
MPRUMEM CHPS COMPOUND,GOMOAMAN,1013.47,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
MUKYIA CHPS ZONE,BIRIM NORTH DMH,5773.68,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
MUKYIA CHPS ZONE,BIRIM NORTH DMH,2163.99,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
MUNICIPAL HOSPITAL GOASO,ASUNAFO N,334393.17,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
MURAMURA CHPS COMPOUND,ASANTE AKIM S,10254.89,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
MURUGU CHPS,WEST GONJA,1617.97,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
Mframa CHPS,BONO EAST,691.80,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
Mframa CHPS,BONO EAST,688.66,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
Mframa CHPS,BONO EAST,769.60,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NAADEMA CHPS,NAVRONGO,592.13,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NAAPAAL CHPS,LAWRA,1813.03,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NAAYIRI CHPS,JIRAPA-LAMB MHI,1939.55,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
NABANGO CHPS COMPOUND.,KASENA-NAN,4597.92,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NABOGU CHPS,SAVELUGU / NANT,1850.31,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NABU CHPS COMPOUND,NKWANTA,1343.52,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NABU CHPS COMPOUND,NKWANTA,1852.89,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
NABUGANGN CHPS COMPOUND,LAWRA,2185.88,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NABUGUBELLE HEALTH CENTRE,SISSALA E,11958.16,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NABULO HEALTH CENTRE,SISSALA E,17100.14,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NACHAMBER NO. 2 CHPS,ZABZUGU TATALE,1074.01,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NACHANTA CHPS,WA MUN,2634.13,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NADOWLI DISTRICT HOSPITAL,NADOWLI,192963.31,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NADOWLI DISTRICT HOSPITAL,NADOWLI,275166.40,PAYMENT OF CLAIMS FOR FEB 26,01-Jul-2026
NADOWLI HEALTH CENTRE,NADOWLI,8834.46,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
NADOWLI HEALTH CENTRE,NADOWLI,9040.04,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NAGANI CHPS COMPOUND,GARU,821.49,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NAGOOLE HEALTH CENTRE,ATWIMA MPONOA,8439.32,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NAKOM HEALTH CENTRE,PUSIGA,14256.79,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NAKPAYILI CHPS,NANUMBA SOUTH,14964.92,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
"NALERIGU COLLEGE OF HEALTH, HEALTH CENTRE",GAMBAGA,23136.26,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NAMANWORA CHPS COMPOUND,ABURA-ASEBU-KWA,1227.21,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NAMBAGLA CHPS ZONE,SAVELUGU / NANT,1102.10,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NAMBIRI CHPS,SABOBA / CHIREP,5709.45,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NAMOO HEALTH CENTRE,BONGO MHIS,32167.46,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NANABENG CHPS COMPOUND,MFANTSIMAN,3064.03,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NANAPA CHPS,ATIWA DHIS,741.53,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NANDOM HEALTH CENTRE,LAWRA,9002.36,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NANDOMKPEE CHPS COMPOUND,LAWRA MHIS,1048.03,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
NANJURO CHPS,EAST GONJA,5532.99,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NANJURO CHPS,EAST GONJA,5273.12,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NANKESE HEALTH CENTRE,SUHUM KRA C,10653.81,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NANKPAWIE CHPS COMPOUND,SISSALA EAST,393.49,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NANKPAWIE CHPS COMPOUND,SISSALA EAST,1242.41,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NANSONI CHPS COMPOUND,CHEREPONI,4617.62,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
NANTE CHPS COMPOUND,KINTAMPO S,9774.64,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NANTON KURUGU CHPS,SAVELUGU-NANTON,5279.61,PAYMENT OF CLAIMS FOR APR-25,01-Jul-2026
NANTON KURUGU CHPS,SAVELUGU-NANTON,8223.19,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NANVILLE HEALTH CENTRE,NADOWLI,14312.03,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NANVILLE HEALTH CENTRE,NADOWLI,15111.95,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NANVILLI CHPS,MION,878.38,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NANYAARE CHPS COMPOUND,LAWRA,1898.13,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NANYAARE CHPS COMPOUND,LAWRA,2024.46,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
NARKWA POLYCLINIC,MFANTSIMAN,23454.21,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NARKWA POLYCLINIC,MFANTSIMAN,19754.94,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NASIA CHPS COMPOUND,WEST MAMPRUSI,5839.46,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NASUAN HEALTH CENTRE,BUNKPURUGU-YUNY,7456.19,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NAVRONGO HEALTH CENTRE,KASENA-NAN,39181.77,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NAYILIFONG CHPS COMPOUND,YENDI,5911.64,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NCHAMBA CHPS COMPOUND,Pru,2319.85,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NCHIRAA HEALTH CENTRE,WENCHI,30010.72,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NEENYI AMANKOSAM III CLINIC,AWUTU,164.16,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NEW ABIREM GOVERNMENT HOSPITAL,NEW ABIREM,280578.19,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NEW ABIREM GOVERNMENT HOSPITAL,NEW ABIREM,14567.14,CLAIMS UNDER-PAYMENT DIFFERENT FOR DEC-25,01-Jul-2026
NEW ABIREM GOVERNMENT HOSPITAL,NEW ABIREM,290341.48,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
NEW ACHIASE CHPS COMPOUND,ATWIMA MPONOA,8379.70,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NEW AKRADE CHPS ZONE,ASUOGYAMAN,2071.23,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NEW ATUABO HEALTH CENTRE,WASSA-WEST,9520.73,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NEW AYOMA HEALTH CENTRE,JASIKAN,7645.20,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NEW COMBINE CHPS COMPOUND,ASUOGYAMAN,5670.90,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NEW KOFORIDUA CHPS COMPOUND,JUABEN,3197.15,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NEW LONGORO HEALTH CENTRE,KINTAMPO N,24403.47,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NEW NINGO CHPS,DANGME WEST,3015.48,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
NEW SOMANYA CHPS COMPOUND,JUABOSO,1403.76,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NEW SOMANYA CHPS COMPOUND,JUABOSO,1034.96,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NEW SUBRI CHPS COMPOUND (WASSA EAST),MPOHOR WASSA EA,2158.42,CLAIMS PAYMENT FOR SEP-25,01-Jul-2026
NEW SUBRI CHPS COMPOUND (WASSA EAST),MPOHOR WASSA EA,2131.75,PAYMENT OF CLAIMS FOR APR-25,01-Jul-2026
NEW TAFO GOVT. HOSPITAL,EAST AKIM,281609.06,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NEW TAFO GOVT. HOSPITAL,EAST AKIM,153446.43,PAYMENT OF CLAIMS FOR NOV-25,01-Jul-2026
NEW TOWN CLINIC,jomoro,9754.25,PAYMENT OF CLAIMS FOR FEB-25,01-Jul-2026
NEW TOWN CLINIC,jomoro,10823.08,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NEW UPPER WEST REGIONAL HOSPITAL,WA MUNICIPAL,830748.34,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NEW YAKASI CHPS ZONE,AOWIN SUAMAN,2386.94,PAYMENT OF CLAIM FOR FEB-26,01-Jul-2026
NEWSAWERESO CHPS COMPOUND,ASUNAFO,9220.12,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NGLESHIE AMANFROM POLYCLINIC,GREATER ACCRA,83839.24,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NINDOR WAALA CHPS,JIRAPA-LAMB MHI,1565.68,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NINDOR WAALA CHPS,JIRAPA-LAMB MHI,1345.96,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,2333.52,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,3132.97,PAYMENT OF CLAIMS FOR AUGUST 2023,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,1701.65,PAYMENT OF CLAIMS FOR NOV-25,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,2081.15,PAYMENT OF CLAIMS FOR JULY 2023,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,2224.62,PAYMENT OF CLAIMS FOR SEPTEMBER 2023,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,1903.24,PAYMENT OF CLAIMS FOR JUNE 2023,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,2141.95,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,1647.44,PAYMENT OF CLAIMS FOR MAY 2023,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,1944.95,PAYMENT OF CLAIMS FOR DECEMBER 2023,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,1782.50,PAYMENT OF CLAIMS FOR APRIL 2023,01-Jul-2026
NINSUM CHPS COMPOUND,GARU,1376.81,PAYMENT OF CLAIMS FOR NOVEMBER 2023,01-Jul-2026
NJARE CHPS COMP,KRACHI EAST,1328.32,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
NJARE CHPS COMP,KRACHI EAST,2157.46,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NJAU-TANOSO CHPS COMPOUND,TAIN DISTRICT,8755.33,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
"NKANFOA CHPS COMPOUND,",OGUAMAN,2168.76,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
NKANKAMA CHPS,FANTEAKWA,1502.22,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NKANKAMA CHPS,FANTEAKWA,1368.00,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
NKAWANDA NO.1 CHPS,OKWAHUMAN W,2119.07,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
NKAWIE TOASE GOVERNMENT HOSPITAL,ATWIMA NWAB,200778.86,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NKETEPA CHPS COMPOUND,OKWAWUMAN HIS S,407.99,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NKETEPA CHPS COMPOUND,OKWAWUMAN HIS S,1062.51,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
NKONYA CHPS COMPOUND,SEFWI WIAWSO DM,1215.17,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NKORANZA CHPS ZONE,GOMOAMAN,1592.63,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NKRAMPOR CHPS,EJURA SEKYEDUMA,2686.91,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NKRAN EKURA CHPS,AGONA,334.78,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NKROFUL HEALTH CENTRE,ELEMBELLE,24706.09,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NKROMA CHPS,ATWIMA MPONOA,6400.82,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NKRONUA CHPS COMPOUND,UPPER DENKYIRA,681.96,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
NKRONUA CHPS COMPOUND,UPPER DENKYIRA,575.64,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NKUJUA CHPS,SEKYERE WEST,845.52,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NKUMKROM CHPS COMPOUND,AKUAPEM SOUTH,1426.88,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
NKUMKROM CHPS COMPOUND,AKUAPEM SOUTH,1958.32,ACCRUAL OF UNVETTED CLAIMS FOR OCT-25,01-Jul-2026
NKUMKROM CHPS COMPOUND,AKUAPEM SOUTH,2322.54,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
NKURAKAN HEALTH CENTRE,YILO KROBO,22197.87,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NKWADUM CHPS COMPOUND,SEFWI AKON,3243.06,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
NKWANKWANUA HEALTH CENTRE,SEKYERE E_EFF,11271.43,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NKWANTA CHPS COMPOUND (SEKYERE WEST),SEKYERE WEST,14757.69,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NKWANTA SOUTH DISTRICT HOSPITAL,NKWANTA,198065.82,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
NKWANTANAN CHPS COMPOUND (AAK),ABURA-ASEBU-KWA,10779.32,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NKWANTANAN CHPS COMPOUND (AAK),ABURA-ASEBU-KWA,11632.91,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NKWANTANANDO CHPS,ASIKUMA ODO BRA,1333.00,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NKWANTASO HEALTH CENTRE,DORMAA WEST,5112.72,PAYMENT OF CLAIMS FOR JAN.-26,01-Jul-2026
NKWANTASO HEALTH CENTRE,DORMAA WEST,3591.09,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NKYENENKYENE HEALTH CENTRE,OKWAWUMAN HIS S,2408.25,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NKYENENKYENE HEALTH CENTRE,OKWAWUMAN HIS S,1450.40,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
NKYEREPOASE CHPS COMPOUNDNKYEREPOASE CHPS COMPOUND,EJISU-JUABEN,2425.01,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NNADIESO HEALTH CENTRE (AR),ASANTE AKIM SOU,9901.56,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NO. 4 CHPS,KWAEBIBIREM,1175.76,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NO. 4 CHPS,KWAEBIBIREM,836.81,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
NOBI CHPS COMPOUND,EAST AKIM,1115.23,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NOBI CHPS COMPOUND,EAST AKIM,1370.42,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
NOBI CHPS COMPOUND,EAST AKIM,732.69,PAYMENT OF CLAIMS FOR JAN. 2026,01-Jul-2026
NOGOKPO CHPS COMPOUND,KETU,3431.81,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NOKWAREASA CHPS COMPOUND,EJURA SEKYED,6580.25,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NOMBOKO CHPS,GARU,1631.96,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
NOTRE DAME CLINIC,AKUAPEM S,65746.08,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NOTRE DAME CLINIC,AKUAPEM S,70392.58,PAYMENT OF CLAIMS FOR MARCH-26,01-Jul-2026
NOYEM CHPS,BIRIM NORTH,3663.72,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NSADWESO CHPS COMPOUND,MPOHOR WASS E,4904.29,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NSAKYE CHPS,AKUAPEM SOUTH,5682.90,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NSAKYE CHPS,AKUAPEM SOUTH,4791.83,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NSAPOR CHPS COMPOUND,BEREKUM,6222.70,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NSAWAM HEALTH CENTRE,AKUAPEM S,100030.61,PAYMENT OF CLAIMS FOR MARCH-26,01-Jul-2026
NSAWORA HEALTH CENTRE,SEFWI AKON,22117.61,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NSOATRE HEALTH CENTRE,SUNYANI W,192552.34,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
NSOATRE HEALTH CENTRE,SUNYANI W,209823.21,PAYMENT OF CLAIMS FOR NOV 25,01-Jul-2026
NSONSOMEA CHPS,JAMAN N,10011.41,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NSUANSA CHPS COMPOUND (AGONA),AGONA NHIS,354.85,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NSUANSA CHPS(EASTERN),BIRIM SOUTH,372.31,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NSUANSA CHPS(EASTERN),BIRIM SOUTH,1579.09,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
NSUGYASO CHPS COMPOUND,AFRAM PLANS HIS,4102.75,PAYMENT OF CLAIMS FOR OCT-25,01-Jul-2026
NSUGYASO CHPS COMPOUND,AFRAM PLANS HIS,3968.20,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
NSUGYASO CHPS COMPOUND,AFRAM PLANS HIS,3351.95,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
NSUGYASO CHPS COMPOUND,AFRAM PLANS HIS,4910.51,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
NSUGYASO CHPS COMPOUND,AFRAM PLANS HIS,3694.54,PAYMENT OF CLAIMS FOR NOV-25,01-Jul-2026
NSUMIA-CHINTO CHPS,NSAWAM,13544.42,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NSUNENSA CHPS,NKORANZA,17538.58,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
NSUONSUA CHPS COMPOUND,SEFWI WIAWSO,2234.20,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NSUTA CHPS,TANO S,4284.84,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NSUTA CHPS COMPOUND,NSUTIFI,4195.80,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
"NSUTA HEALTH CENTRE,,.",TECHIMAN,65266.75,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
NSUTAM CHPS COMPOUND,FANTEAKWA,5247.63,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
NSUTAPONG HEALTH CENTRE,YILO KROBO,2064.18,PAYMENT OF CLAIMS FOR SEPT-25,01-Jul-2026
NSUTAPONG HEALTH CENTRE,YILO KROBO,1843.40,PAYMENT OF CLAIMS FOR AUG-25,01-Jul-2026
NTAKEM CHPS COMPOUND,BIBIANI-ANHWIAS,1466.69,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
BISA CHPS COMPOUND,MANYA KROBO,1305.09,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BISAASO CHPS COMPOUND,AMENFIMAN,3891.88,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BISHOP ACKON MEMORIAL EYE CENTRE,OGUAMAN,57729.74,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BISHOP ANGLIONBY MEMORIAL CLINIC,BODI,19151.80,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
BITRE CHPS COMPOUND,ASUNAFO N,7090.47,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BLEKUSU HEALTH CENTRE (KETU),KETU,24569.22,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BLUE DIAMOND CHPS COMPOUND,WEST AKIM,2141.53,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BNI CLINIC (GAR),AYAWASO,10034.83,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOABENG CHPS COMPOUND,NKORANZA,8818.53,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
BOABENG CHPS COMPOUND,NKORANZA,8629.38,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
BOADUA CHPS,KWAEBIBIREM,1650.13,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOADUA CHPS,KWAEBIBIREM,1146.82,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BOAGYAA NO 1 CHPS COMPOUND,AHAFO ANO SOUTH,1430.17,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
BOANA CHPS COMPOUND,NKORANZA,1467.19,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOANIA,KASENA-NANKANA,242.03,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BOATELEGU CHPS,BUNKPURUGU YUNY,2089.11,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
BOATENGKROM CHPS COMPOUND,ASANTE AKIM NOR,3102.83,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOATYARD CHPS COMPOUND,GOMOAMAN,4324.30,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BOBIKUMA HEALTH CENTRE,AGONA,11407.97,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BODAA CHPS COMPOUND,JAMAN S,17085.89,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BODADA HEALTH CENTRE,JASIKAN,6224.22,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
BODINKA CHPS COMPOUND,SENE,8638.28,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
BODOMA CHPS COMPOUND,AMANSIE EAST,786.15,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BODOMA CHPS COMPOUND,AMANSIE EAST,1319.75,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BODOMASE HEALTH CENTRE,SEKYERE EAST-EF,11983.64,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
BODOMASE HEALTH CENTRE,SEKYERE EAST-EF,12725.68,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
BOFOYILI CHPS (YENDI),YENDI DIST HIS,2187.56,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
BOGNAAYILI CHPS COMPOUND,TOLON KUMBUNGU,5483.55,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
BOGNAAYILI CHPS COMPOUND,TOLON KUMBUNGU,7664.83,ACCRUAL OF UNVETTED CLAIMS FOR OCT-25,01-Jul-2026
BOGNUO CHPS,JIRAPA-LAMB,1668.32,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOI HEALTH CENTRE,GA,4753.64,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BOI HEALTH CENTRE,GA,3943.93,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
BOINSO HEALTH CENTRE,AOWIN-SUAMAN,5371.61,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOINZAN ANGLICAN CLINIC,JUABOSO,16346.65,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
BOKABO CHPS COMPOUND,BODI,1312.34,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
BOKABO CHPS COMPOUND,BODI,2839.66,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
BOKABO CHPS COMPOUND,BODI,857.00,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOKO CHPS COMPOUND,BONGO,3442.28,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOKUROWA CHPS COMPOUND,AHAFO ANO SOUTH,2323.66,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
BOKURUWA CHPS COMPOUND,OKWAWUMAN SOUTH,1088.39,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
